act,song,speaker,line
The Ithaca Saga,The Challenge,penelope,And though it was so close to our kingdom
The Ithaca Saga,The Challenge,penelope,It was far from the norm
The Ithaca Saga,The Challenge,penelope,Unless
The Ithaca Saga,The Challenge,penelope,"Oh, could it be some kind of sign"
The Ithaca Saga,The Challenge,penelope,That my world is all about to change?
The Ithaca Saga,The Challenge,penelope,Is it finally time for the challenge I arranged?
The Ithaca Saga,The Challenge,penelope,Though I never thought that it would come to this
The Ithaca Saga,The Challenge,penelope,Just know I'll be here buying you time
The Ithaca Saga,The Challenge,the suitors,"Time is fleeting, it's running out"
The Ithaca Saga,The Challenge,the suitors,Time to be the man of the house (Penelope)
The Ithaca Saga,The Challenge,penelope,Oh! Buying you time
The Ithaca Saga,The Challenge,the suitors,"Time is fleeting, it's running out"
The Ithaca Saga,The Challenge,the suitors,Time to be the man of the house (Penelope)
The Ithaca Saga,The Challenge,penelope,Whoever can string my husband's old bow
The Ithaca Saga,The Challenge,penelope,And shoot through 12 axes cleanly
The Ithaca Saga,The Challenge,penelope,"Will be the new king, sit down at the throne"
The Ithaca Saga,The Challenge,penelope,And rule with me as their queen
The Ithaca Saga,The Challenge,penelope,Let the arrow fly
The Ithaca Saga,The Challenge,penelope,Once you know that your aim is true
The Ithaca Saga,The Challenge,penelope,Cause I'd rather die than grow old without the best of you
The Ithaca Saga,The Challenge,penelope,Though I never thought that these would be the lengths we'd go for love
The Ithaca Saga,The Challenge,penelope,I would not have it any other way
The Ithaca Saga,The Challenge,penelope,And though I never thought that it would end like this
The Ithaca Saga,The Challenge,penelope,"Just know, I'll be here"
The Ithaca Saga,The Challenge,penelope,"Waiting, waiting"
The Ithaca Saga,The Challenge,suitors,Penelope
The Ithaca Saga,The Challenge,penelope,"Waiting, waiting"
The Ithaca Saga,The Challenge,suitors,Penelope
The Ithaca Saga,The Challenge,penelope,"Waiting, waiting"
The Ithaca Saga,The Challenge,penelope,Oh
The Ithaca Saga,Hold Them Down,antinuous,"Screw this competition, we've been here for hours"
The Ithaca Saga,Hold Them Down,antinuous,"None of us can string this, we don't?have?the power"
The Ithaca Saga,Hold Them Down,antinuous,"Screw this?damn challenge, no more delays"
The Ithaca Saga,Hold Them Down,antinuous,Can't you?guys see we're being played?
The Ithaca Saga,Hold Them Down,antinuous,This is how they
The Ithaca Saga,Hold Them Down,antinuous,Hold us down while the throne gets colder
The Ithaca Saga,Hold Them Down,suitors,Hold us down while the throne gets colder
The Ithaca Saga,Hold Them Down,antinuous,Hold us down while we slowly age
The Ithaca Saga,Hold Them Down,suitors,Hold us down while we slowly age
The Ithaca Saga,Hold Them Down,antinuous,Hold us down while the boy gets bolder
The Ithaca Saga,Hold Them Down,suitors,Hold us down while the boy gets bolder
The Ithaca Saga,Hold Them Down,antinuous,Where the hell is our pride and our rage?
The Ithaca Saga,Hold Them Down,suitors,Where the hell is our pride and our rage?
The Ithaca Saga,Hold Them Down,antinuous,"Here and now, there's a chance for action"
The Ithaca Saga,Hold Them Down,suitors,"Here and now, there's a chance for action"
The Ithaca Saga,Hold Them Down,antinuous,"Here and now, we can take control"
The Ithaca Saga,Hold Them Down,suitors,"Here and now, we can take control"
The Ithaca Saga,Hold Them Down,antinuous,"Here and now, burn it down to ashes"
The Ithaca Saga,Hold Them Down,suitors,"Here and now, burn it down to ashes"
The Ithaca Saga,Hold Them Down,antinuous,Channel the fire inside your soul
The Ithaca Saga,Hold Them Down,suitors,Channel the fire inside your soul
The Ithaca Saga,Hold Them Down,antinuous,Hold us down
The Ithaca Saga,Hold Them Down,suitors,Hold us down
The Ithaca Saga,Hold Them Down,antinuous,While the throne gets colder
The Ithaca Saga,Hold Them Down,suitors,While the throne gets colder
The Ithaca Saga,Hold Them Down,antinuous,Hold us down
The Ithaca Saga,Hold Them Down,suitors,Hold us down
The Ithaca Saga,Hold Them Down,antinuous,While we slowly age
The Ithaca Saga,Hold Them Down,suitors,While we slowly age
The Ithaca Saga,Hold Them Down,antinuous,Hold us down
The Ithaca Saga,Hold Them Down,suitors,Hold us down
The Ithaca Saga,Hold Them Down,antinuous,While the boy gets bolder
The Ithaca Saga,Hold Them Down,suitors,While the boy gets bolder
The Ithaca Saga,Hold Them Down,antinuous,Where the hell is our pride and our rage?
The Ithaca Saga,Hold Them Down,suitors,Where the hell is our pride and our rage?
The Ithaca Saga,Hold Them Down,antinuous,Here and now
The Ithaca Saga,Hold Them Down,suitors,Here and now
The Ithaca Saga,Hold Them Down,antinuous,There's a chance for action
The Ithaca Saga,Hold Them Down,suitors,There's a chance for action
The Ithaca Saga,Hold Them Down,antinuous,Here and now
The Ithaca Saga,Hold Them Down,suitors,Here and now
The Ithaca Saga,Hold Them Down,antinuous,We can take control
The Ithaca Saga,Hold Them Down,suitors,We can take control
The Ithaca Saga,Hold Them Down,antinuous,Here and now
The Ithaca Saga,Hold Them Down,suitors,Here and now
The Ithaca Saga,Hold Them Down,antinuous,Burn it down to ashes
The Ithaca Saga,Hold Them Down,suitors,Burn it down to ashes
The Ithaca Saga,Hold Them Down,antinuous,Channel the fire inside your soul
The Ithaca Saga,Hold Them Down,suitors,Channel the fire inside your soul
The Ithaca Saga,Hold Them Down,antinuous,Haven't you noticed who's missing?
The Ithaca Saga,Hold Them Down,antinuous,Don't you know the prince is not around
The Ithaca Saga,Hold Them Down,antinuous,I heard he's on a diplomatic mission
The Ithaca Saga,Hold Them Down,antinuous,"And I heard today he comes back to town, so"
The Ithaca Saga,Hold Them Down,antinuous,I say we gather near the beaches
The Ithaca Saga,Hold Them Down,antinuous,I say we wait 'til he arrives
The Ithaca Saga,Hold Them Down,antinuous,"Then, when he docks his ship, we can breach it"
The Ithaca Saga,Hold Them Down,antinuous,"Let us leave now, today we can strike and"
The Ithaca Saga,Hold Them Down,antinuous,Hold him down 'til the boy stops shaking
The Ithaca Saga,Hold Them Down,suitors,Hold him down 'til the boy stops shaking
The Ithaca Saga,Hold Them Down,antinuous,Hold him down while I slit his throat
The Ithaca Saga,Hold Them Down,suitors,Hold him down while I slit his throat
The Ithaca Saga,Hold Them Down,antinuous,"Hold him down while I slowly break his pride, his trust, his faith, and his bones"
The Ithaca Saga,Hold Them Down,suitors,"Hold him down while I slowly break his pride, his trust, his faith, and his bones"
The Ithaca Saga,Hold Them Down,antinuous,Cut him down into tiny pieces
The Ithaca Saga,Hold Them Down,suitors,Cut him down into tiny pieces
The Ithaca Saga,Hold Them Down,antinuous,Throw him down in the great below
The Ithaca Saga,Hold Them Down,suitors,Throw him down in the great below
The Ithaca Saga,Hold Them Down,antinuous,When the crown wonders where the prince is
The Ithaca Saga,Hold Them Down,suitors,When the crown wonders where the prince is
The Ithaca Saga,Hold Them Down,antinuous,Only the ocean and I will know
The Ithaca Saga,Hold Them Down,suitors,Only the ocean and I will know
The Ithaca Saga,Hold Them Down,antinuous,And when the deed is done
The Ithaca Saga,Hold Them Down,antinuous,The queen will have no one to
The Ithaca Saga,Hold Them Down,antinuous,Stop us from breaking her bedroom door
The Ithaca Saga,Hold Them Down,antinuous,Stop us from taking her love and more
The Ithaca Saga,Hold Them Down,antinuous,And then we'll
The Ithaca Saga,Hold Them Down,suitors,And then we'll
The Ithaca Saga,Hold Them Down,antinuous,Hold her down while her gate is open
The Ithaca Saga,Hold Them Down,suitors,Hold her down while her gate is open
The Ithaca Saga,Hold Them Down,antinuous,Hold her down while I get a taste
The Ithaca Saga,Hold Them Down,suitors,Hold her down while I get a taste
The Ithaca Saga,Hold Them Down,antinuous,Hold her down while we share her spoils
The Ithaca Saga,Hold Them Down,suitors,Hold her down while we share her spoils
The Ithaca Saga,Hold Them Down,antinuous,I will not let any part go to waste
The Ithaca Saga,Hold Them Down,suitors,I will not let any part go to waste
The Ithaca Saga,Hold Them Down,antinuous,"Here and now, there's a chance for action"
The Ithaca Saga,Hold Them Down,suitors,"Here and now, there's a chance for action"
The Ithaca Saga,Hold Them Down,antinuous,"Here and now, we can take control"
The Ithaca Saga,Hold Them Down,suitors,"Here and now, we can take control"
The Ithaca Saga,Hold Them Down,antinuous,"Here and now, burn it down to ashes"
The Ithaca Saga,Hold Them Down,suitors,"Here and now, burn it down to ashes"
The Ithaca Saga,Hold Them Down,antinuous,Channel the fire inside your soul and
The Ithaca Saga,Hold Them Down,suitors,Channel the fire inside your soul and
The Ithaca Saga,Hold Them Down,antinuous,"Hold 'em down, hold 'em down"
The Ithaca Saga,Hold Them Down,suitors,"Hold 'em down, hold 'em down"
The Ithaca Saga,Hold Them Down,antinuous,"Hold 'em down, hold 'em down"
The Ithaca Saga,Hold Them Down,suitors,"Hold 'em down, hold 'em down"
The Ithaca Saga,Odysseus,suitors,In the heat of battle at the edge of the unknown
The Ithaca Saga,Odysseus,suitors,Somewhere in the shadows lurks an agile deadly foe
The Ithaca Saga,Odysseus,suitors,"We have the advantage, we've the numbers and the might"
The Ithaca Saga,Odysseus,suitors,"No, you don't understand it. This man plans for every fight"
The Ithaca Saga,Odysseus,suitors,Where is he? Where is he?
The Ithaca Saga,Odysseus,suitors,"Keep your head down, he's aiming for the torches"
The Ithaca Saga,Odysseus,suitors,"Our weapons, they're missing!"
The Ithaca Saga,Odysseus,suitors,He's using the darkness to hide his approaches
The Ithaca Saga,Odysseus,suitors,We're empty handed up against an archer
The Ithaca Saga,Odysseus,suitors,Our only chance is to strike him in the darkness
The Ithaca Saga,Odysseus,suitors,"We know these halls, the odds can be tilted"
The Ithaca Saga,Odysseus,odysseus,You don't think I know my own palace?
The Ithaca Saga,Odysseus,odysseus,I built it
The Ithaca Saga,Odysseus,amphinomus,"Damn, he's more cunning than I assumed"
The Ithaca Saga,Odysseus,amphinomus,"While we were busy plotting, he hid our weapons inside this room"
The Ithaca Saga,I Can’t Help But Wonder,telemachus,Father?
The Ithaca Saga,I Can’t Help But Wonder,telemachus,"All my life, I'd have died to meet you"
The Ithaca Saga,I Can’t Help But Wonder,telemachus,Thought about your name so much it hurts
The Ithaca Saga,I Can’t Help But Wonder,telemachus,For twenty years I'd dreamt of how I'd greet you
The Ithaca Saga,I Can’t Help But Wonder,telemachus,"Oh, and now you're here"
The Ithaca Saga,I Can’t Help But Wonder,telemachus,I can't find the words
The Ithaca Saga,I Can’t Help But Wonder,telemachus,All my life I'd have died to know you
The Ithaca Saga,I Can’t Help But Wonder,telemachus,Days and nights I wish that I could show you
The Ithaca Saga,I Can’t Help But Wonder,telemachus,For twenty years I never could outgrow you
The Ithaca Saga,I Can’t Help But Wonder,telemachus,"Oh, and now you're here"
The Ithaca Saga,I Can’t Help But Wonder,telemachus,I can't help but wonder
The Ithaca Saga,I Can’t Help But Wonder,telemachus,What your world must be
The Ithaca Saga,I Can’t Help But Wonder,telemachus,If we're like each other
The Ithaca Saga,I Can’t Help But Wonder,telemachus,If I have your strength in me
The Ithaca Saga,I Can’t Help But Wonder,telemachus,I can't help but feel like
The Ithaca Saga,I Can’t Help But Wonder,telemachus,Sorrow's all I've known
The Ithaca Saga,I Can’t Help But Wonder,telemachus,And I can't help but realize
The Ithaca Saga,I Can’t Help But Wonder,telemachus,For so long I've felt alone
The Ithaca Saga,I Can’t Help But Wonder,odysseus,"Oh my son, look how much you've grown"
The Ithaca Saga,I Can’t Help But Wonder,odysseus,"Oh my boy, the sweetest joy I've known"
The Ithaca Saga,I Can’t Help But Wonder,odysseus,Twenty years ago I held you in my arms
The Ithaca Saga,I Can’t Help But Wonder,odysseus,"How time has flown, oh"
The Ithaca Saga,I Can’t Help But Wonder,odysseus,Used to say I'd make the storm clouds cry for you
The Ithaca Saga,I Can’t Help But Wonder,odysseus,Used to say I'd capture wind and sky for you
The Ithaca Saga,I Can’t Help But Wonder,odysseus,"Held you in my arms prepared to die for you, oh"
The Ithaca Saga,I Can’t Help But Wonder,odysseus,How times has flown
The Ithaca Saga,I Can’t Help But Wonder,odysseus,I can only wonder
The Ithaca Saga,I Can’t Help But Wonder,odysseus,What your world has been
The Ithaca Saga,I Can’t Help But Wonder,odysseus,Things you've had to suffer
The Ithaca Saga,I Can’t Help But Wonder,odysseus,And the strength you hold within
The Ithaca Saga,I Can’t Help But Wonder,odysseus,All I've ever wanted
The Ithaca Saga,I Can’t Help But Wonder,odysseus,Was to reunite with my own
The Ithaca Saga,I Can’t Help But Wonder,odysseus,20 years we've wandered
The Ithaca Saga,I Can’t Help But Wonder,odysseus,But today you're not alone
The Ithaca Saga,I Can’t Help But Wonder,odysseus,"My son, I'm finally home!"
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Penelope
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,[ODYSSEUS] (opens the door of the bedroom)
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,Is it you? Have my prayers been answered?
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"Is it really you standing there, or am I dreaming once more?"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"You look different, your eyes look tired"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"Your frame is lighter, your smile torn"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"Is it really you, my love?"
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,I am not the man you fell in love with
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,I am not the man you once adored
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,I am not your kind and gentle husband
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,And I am not the love you knew before
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Would you fall in love with me again
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,If you knew all I've done?
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,The things I cannot change
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Would you love me all the same?
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,"I know that you've been waiting, waiting for love"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,What kinds of things did you do?
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Left a trail of red on every island
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,"As I traded friends like objects, I could use"
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Hurt more lives than I can count on my hands
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,But all of that was to bring me back to you
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,So tell me
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Would you fall in love with me again
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,If you knew all I've done?
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,The things I can't undo
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,I am not the man you knew
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,"I know that you've been waiting, waiting"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"If that's true, could you do me a favor?"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,Just a moment of labor that would bring me some peace
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,See that wedding bed? Could you carry it over?
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,Lift it high on your shoulders and take it far away from here
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,How could you say this?
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,I had built that wedding bed with my blood and sweat
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Carved it into the olive tree where we first met
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,A symbol of our love everlasting
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Do you realize what you have asked me?
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,The only way to move it is to cut it from its roots
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,Only my husband knew that
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,So I guess that makes him you
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Penelope
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,I will fall in love with you over and over again
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"I don't care how, where, or when"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"No matter how long it's been, you're mine"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,Don't tell me you're not the same person
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"You're always my husband, and I've been waiting, waiting"
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Penelope
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"Waiting, waiting (Penelope)"
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,"Waiting, waiting (Penelope)"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"Waiting, waiting"
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,"Waiting, waiting"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,"Waiting, oh"
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,"Waiting, oh"
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,For you
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,For you
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,How long has it been?
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,Twenty years
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,I love you
The Ithaca Saga,Would You Fall In Love With Me Again,penelope,I love you
The Ithaca Saga,Would You Fall In Love With Me Again,odysseus,I love you
